;;;;;;;;;;;
Proposal number;Erasmus Code;Pic;OID;Legal Name;Street;Post Cd;City;Country Cd;Website Url;Erasmus Eche Start;Erasmus Eche End
101174575;E  CUENCA15;921706805;#N/A;IES Santiago Grisolía;Avda. de Mediterráneo, nº 4;16004;Cuenca;ES;http://ies-santiagogrisolia.centros.castillalamancha.es/;26/06/2024;31/12/2029
101011471;E  ELCHE01;999851363;E10208718;UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE;AVENIDA DE LA UNIVERSIDAD S-N;03202;ELCHE;ES;;1/1/2021;12/31/2029
101098015;E  ELCHE02;946922246;#N/A;IES CAYETANO SEMPERE;C/ L,AVET, 3;03203;ELCHE;ES;www.iescayetanosempere.es;10/26/2022;12/31/2029
101007572;E  ELCHE04;945705284;E10060132;IES TIRANT LO BLANC;C/ PERE JOAN PERPINYA,91;03204;Elche;ES;http://iestirantloblancelx.edu.gva.es;1/1/2021;12/31/2029
101098593;E  ELCHE05;949641641;#N/A;INSTITUTO ENSEÑANZA SECUNDARIA VICTORIA KENT ELCHE;Joan Fuster, 4;03203;ELCHE;ES;www.ivk.edu.gva.es;10/26/2022;12/31/2029
101008554;E  ELCHE06;949470533;E10095083;INSTITUTO DE EDUCACIÓN SECUNDARIA SIXTO MARCO;AVDA. SANTA POLA,6;03203;ELCHE;ES;sixtomarco.edu.gva.es;1/1/2021;12/31/2029
101013479;E  ELCHE07;946951346;E10141629;INSTITUT EDUCACIO SECUNDARIA MONTSERRAT ROIG;C/ Carlet 2;03206;Elche;ES;www.iesmontserratroig.es;1/1/2021;12/31/2029
101123605;E  ELCHE08;883809487;#N/A;CIPFP LA TORRETA;Eduardo Ferrandez Garcia, 66;03203;Elche;ES;www.latorreta.es;30/06/2023;31/12/2029
101174833;E  ELCHE09;946712144;#N/A;I.E.S Severo Ochoa;Illueca,28;03206;Elche;ES;www.iesseveroochoa.net;26/06/2024;31/12/2029
101007234;E  ESTELLA01;948937324;E10061482;CENTRO INTEGRADO POLITÉCNICO;SAN POL, 8;31200;ESTELLA;ES;politecnicoestella@educacion.navarra.es;1/1/2021;12/31/2029
101005204;E  GIJON02;949644357;E10107092;Instituto de Educación Secundaria N º 1 de Gijón;C/ PUERTO DE VEGARADA S/N;33207;GIJÓN;ES;www.ies1.com;1/1/2021;12/31/2029
101014090;E  GIJON04;949486635;E10096100;Escuela Superior de Arte Dramático del Principado de Asturias;Calle Luis Moya Blanco, 261 Laboral Ciudad de la Cultura;33203;Gijón;ES;www.esadasturias.es;1/1/2021;12/31/2029
101012429;E  GIJON06;949209506;E10078548;CENTRO INTEGRADO DE FORMACION PROFESIONAL HOSTELERIA Y TURISMO DE GIJON;PASEO DE BEGOÑA, 30;33205;GIJON;ES;www.cifphosteleriayturismo.es;1/1/2021;12/31/2029
101007737;E  GIJON07;949435904;E10092713;CENTRO INTEGRADO DE FORMACION PROFESIONAL SECTORES INDUSTRIAL Y SERVICIOS LA LABORAL;C/LUIS MOYA BLANCO,335;33203;GIJON;ES;www.cifplalaboral.es;1/1/2021;12/31/2029
101049004;E  GIJON09;948065003;E10003653;IES Escultor Juan de Villanueva;La Carrera s/n;33519;Pola de Siero;ES;www.iesescultorjuandevillanueva.es;11/1/2021;12/31/2029
101010512;E  GIJON11;949085443;E10070761;Centro Integrado de Formación Profesional Avilés;C/ Marqués S/N;33402;AVILÉS;ES;www.cifpaviles.org;1/1/2021;12/31/2029
101011472;E  GIJON12;949557833;E10101189;IES Emilio Alarcos;Desfiladero de los Arrudos,1;33212;Gijón;ES;iesealarcos.es;1/1/2021;12/31/2029
101012490;E  GIJON13;947510648;E10178770;Centro Integrado de Formación Profesional del Mar;Avenida Príncipe de Asturias 74;33212;Gijón;ES;www.escuelanauticopesquera.es;1/1/2021;12/31/2029
101098080;E  GIJON14;912744490;#N/A;IES Luces;La Rasa s/n;33328;Colunga;ES;;10/26/2022;12/31/2029
101048922;E  GIJON15;890458740;E10278918;IES RIO NORA;CALLE LA FERLERA S/N;33510;POLA DE SIERO;ES;https://iesrionora.es/;11/1/2021;12/31/2029
101174691;E  GIJON16;949525532;#N/A;INSTITUTO DE EDUCACION SECUNDARIA DE POSADA;AVENIDA CARRION, 21;33424;POSADA DE LLANERA;ES;llanera@educastur.princast.es;26/06/2024;31/12/2029
101012343;E  GIRONA02;999895983;E10209101;UNIVERSITAT DE GIRONA;PLACA SANT DOMENEC 3;17004;GIRONA;ES;www.udg.es;1/1/2021;12/31/2029
101007462;E  GIRONA04;949215326;E10078966;INSTITUT BOSC DE LA COMA;C/Toledo, 12;17800;OLOT;ES;http://www.boscdelacoma.cat;1/1/2021;12/31/2029
101013108;E  GIRONA05;948960216;E10063029;Escola d'Hostaleria i Turisme de Girona;Josep Viader i Moliner, 11;17005;Girona;ES;www.ehtg.cat;1/1/2021;12/31/2029
101012369;E  GIRONA06;948855262;E10056144;Institut Montilivi;AV.MONTILIVI 125;17003;Girona;ES;www2.institutmontilivi.cat;1/1/2021;12/31/2029
101012170;E  GIRONA07;946468577;E10109106;Institut Narcís Xifra i Masmitjà;C/ Sant Joan Bosco, 1;17007;Girona;ES;iesnx.xtec.cat;1/1/2021;12/31/2029
101014324;E  GIRONA08;937637115;E10048302;INS La Bisbal;Eusebi Díaz Costa 16-38;17100;La Bisbal d'Empordà;ES;http://www.ieslabisbal.cat;1/1/2021;12/31/2029
101010222;E  GIRONA09;949356461;E10087930;INSTITUT LA GARROTXA;CTRA. DE RIUDAURA, 110;17800;OLOT;ES;www.ieslagarrotxa.cat;1/1/2021;12/31/2029
101009985;E  GIRONA10;942013173;E10015819;INS St FELIU DE GUÍXOLS;Canigó,41;17220;St Feliu de Guíxols;ES;b7003318@xtec.cat;1/1/2021;12/31/2029
101174964;E  GIRONA11;949640962;#N/A;Fundació Privada Joan Bosch;Santa Coloma 115;17005;Girona;ES;http://ca.eram.cat/;26/06/2024;31/12/2029
101014431;E  GIRONA12;949118714;E10072836;IES Vallvera;Passatge de la Fàbrica Tèxtil Coma Cros 14;17190;Salt;ES;www.iesvallvera.cat;1/1/2021;12/31/2029
101013325;E  GIRONA13;945397309;E10039198;INSTITUT NARCÍS MONTURIOL;C/ Joaquim Serra, 30;17600;Figueres;ES;www.iesmonturiol.net;1/1/2021;12/31/2029
101013451;E  GIRONA14;949455013;E10093968;ESCOLA ART I SUPERIOR DE DISSENY D'OLOT;PARE ANTONI SOLER, 1-3;17800;OLOT;ES;http://www.escolartolot.cat;1/1/2021;12/31/2029
101008857;E  GIRONA15;949485665;E10096060;ESCOLA DEL TREBALL DEL RIPOLLÈS, FUNDACIÓ PRIVADA EDUARD SOLER (Centro Treball del Ripollès);Avinguda Eduard Soler, 1;17500;Ripoll;ES;WWW.FES.CAT;1/1/2021;12/31/2029
101098462;E  GIRONA17;949503416;#N/A;INSTITUTO DE EDUCACION SECUNDARIA SANTA COLOMA DE FARNERS (INSTITUT D´ENSENYAMENT SECUNDARI DE STA. COLOMA DE FARNERS);C/Salvador Espriu S/N;17430;Santa Coloma de Farners;ES;www.iessantacolomadefarners.cat;10/26/2022;12/31/2029
101014150;E  GIRONA18;939171655;E10071507;ESCOLA DE GESTIÓ EMPRESARIAL, SA;Ctra. Santa Coloma, 115;17005;GIRONA;ES;www.cifog.cat;1/1/2021;12/31/2029
101009091;E  GIRONA19;939023439;E10068374;Institut Josep Brugulat;Carretera Figueroles, 19;17820;Banyoles;ES;www.insbrugulat.cat;1/1/2021;12/31/2029
101011930;E  GIRONA21;933583388;E10131820;Institut Cendrassos;C. Arquitecte Pelai Martínez, 1;17600;Figueres;ES;www.cendrassos.net;1/1/2021;12/31/2029
101009056;E  GIRONA22;946104827;E10084856;INS BAIX EMPORDÀ;AV. CORTS CATALANES, S/N;17200;PALAFRUGELL;ES;www.insbaixemporda.cat;1/1/2021;12/31/2029
101014527;E  GIRONA23;928380114;E10111642;escola tecnica girona;CRTA. BARCELONA 199;17005;GIRONA;ES;www.escolatecnicagirona.com;1/1/2021;12/31/2029
101013559;E  GIRONA24;911927653;E10033212;Institut Ramon Muntaner;Plaça de l'Institut s/n;17600;Figueres;ES;www.iesrm.net;1/1/2021;12/31/2029
101097991;E  GIRONA25;946424636;#N/A;Institut de Palamós;Nàpols 22;17230;Palamós;ES;;10/26/2022;12/31/2029
101008013;E  GIRONA26;908736159;E10142637;Institut Rocagrossa;C/ Rosa Sensat, 1-11;17310;Lloret de Mar;ES;http://agora.xtec.cat/insrocagrossa/;1/1/2021;12/31/2029
101010116;E  GIRONA27;944087712;E10157543;Institut Santa Eugenia;c/. Enric Marques Ribalta, 3;17006;Girona;ES;http://web.isantaeugenia.cat/;1/1/2021;12/31/2029
101011443;E  GIRONA28;913236959;E10073888;ESCOLA PIA OLOT;PLAÇA CLARÀ, 9;17800;olot;ES;http://olot.escolapia.cat/;1/1/2021;12/31/2029
101011513;E  GIRONA29;913788501;E10085325;KREAS - FUNDACIÓ PER A LA FORMACIÓ INTEGRAL EN INDÚSTRIES CÀRNIES I AGROALIMENTÀRIES;C/ Joan Pere Fontanella, 3;17800;Olot;ES;www.kreas.cat;1/1/2021;12/31/2029
101014997;E  GIRONA30;919933645;E10084802;FEDAC Sant Narcís;Pare Coll, 3;17005;Girona;ES;www.fedac.cat/santnarcis;1/1/2021;12/31/2029
101013203;E  GIRONA31;904750817;E10007838;Institut Sa Palomera;C. Vilar Petit, 24;17300;BLANES;ES;http://www.sapalomera.cat/;1/1/2021;12/31/2029
101013905;E  GIRONA32;898099430;#N/A;INS Montsacopa;Joan de Cabirol s/n;17800;Olot;ES;https://agora.xtec.cat/iesmontsacopa/;1/1/2021;12/31/2029
101097321;E  GIRONA33;887164911;#N/A;Escola Agrària de l'Empordà;Finca Camps i Armet s/n;17121;Cruïlles, Monells i Sant Sadurní de l'Heura;ES;https://agora.xtec.cat/eaemporda/;10/26/2022;12/31/2029
101123168;E  GIRONA34;945122508;#N/A;Institut Olivar Gran;Av. Mª Angels Anglada, 11;17600;Figueres;ES;http://www.olivargran.cat/;30/06/2023;31/12/2029
101123965;E  GIRONA35;892382153;#N/A;Centre Escolar Empordà;Riera Ginjolers,196;17480;Roses;ES;www.cemporda.org;30/06/2023;31/12/2029
101173057;E  GIRONA36;933772635;#N/A;Institut Ramon Coll i Rodes;Senyora de Rossell, 28-30;17310;Lloret de Mar;ES;;26/06/2024;31/12/2029
101174970;E  GIRONA37;943449743;#N/A;Institut Abat Oliba;Ctra. de Barcelona, 57;17500;Ripoll;ES;www.insabatoliba.cat;26/06/2024;31/12/2029
101174117;E  GIRONA38;896339559;#N/A;Institut Montgrí;137, Sta. Caterina street;17257;Torroella de Montgrí;ES;https://agora.xtec.cat/iesmontgri/;26/06/2024;31/12/2029
101014141;E  GRANADA01;999882015;E10208989;UNIVERSIDAD DE GRANADA;CUESTA DEL HOSPICIO SN;18071;GRANADA;ES;www.ugr.es;1/1/2021;12/31/2029
101007752;E  GRANADA04;948681729;E10045236;"Real Conservatorio Superior de Música ""Victoria Eugenia""";San Jerónimo, 46;18001;Granada;ES;www.conservatoriosuperiorgranada.com;1/1/2021;12/31/2029
101013605;E  GRANADA05;949477323;E10095469;Instituto de Educación Secundaria Virgen de las Nieves;Avenida de Andalucía, 38;18014;Granada;ES;www.virgendelasnieves.es;1/1/2021;12/31/2029
101014397;E  GRANADA07;948898330;E10058921;IES LUIS BUENO CRESPO;Avda. Las Palmeras s/n;18100;Armilla;ES;iesluisbuenocrespo.es;1/1/2021;12/31/2029
101012817;E  GRANADA08;946832424;E10133528;IES ZAIDIN-VERGELES;C/ Primavera, 26 - 28;18008;Granada;ES;www.ieszaidinvergeles.es;1/1/2021;12/31/2029
101013405;E  GRANADA11;949514280;E10098085;Fundación Patronato Avemariano de Granada CE AVE MARIA SAN CRISTOBAL;CL CUESTA DEL CHAPIZ 18;18010;Granada;ES;www.sancristobal.amgr.es;1/1/2021;12/31/2029
101048390;E  GRANADA12;949205238;E10078240;IES Ángel Ganivet;Calle Santa Bárbara, 15;18001;Granada;ES;www.iesganivet.es;11/1/2021;12/31/2029
101006773;E  GRANADA13;894147165;E10065732;IES Francisco Ayala;Avenida Francisco Ayala, S/N;18014;Granada;ES;https://www.iesayala.com/;1/1/2021;12/31/2029
101008931;E  GRANADA14;946404654;E10104757;CPIFP HURTADO DE MENDOZA;Calle Padre Palau y Quer 19;18006;Granada;ES;www.hurtadodemendoza.es;1/1/2021;12/31/2029
101013057;E  GRANADA15;949527860;E10099108;IES PEDRO JIMÉNEZ MONTOYA;CALLE ISAAC PERAL 2;18800;BAZA (GRANADA);ES;iespedrojimenezmontoya.es;1/1/2021;12/31/2029
101014389;E  GRANADA16;949625733;E10105629;IES LA ZAFRA;Calle Vicente Aleixandre, 6;18600;Motril;ES;www.ieslazafra.es;1/1/2021;12/31/2029
101013791;E  GRANADA17;949398268;E10090426;Fundacion Docete Omnes;Padre Villoslada nº 2;18140;La Zubia, Granada;ES;www.doceteomnes.com;1/1/2021;12/31/2029
101012283;E  GRANADA18;947664878;E10188945;IES GENERALIFE;C/ Huerta del Rasillo, 1;18004;Granada;ES;http://generalife-plurilingue.blogspot.com.es;1/1/2021;12/31/2029
101014415;E  GRANADA19;944793581;E10204983;IES POLITECNICO HERMENEGILDO LANZ;Calle Albondón Nº7;18003;GRANADA;ES;www.ieshlanz.com;1/1/2021;12/31/2029
101012097;E  GRANADA20;948768738;E10050863;Colegio Salesiano San Juan Bosco;Almuñecar 9;18006;Granada;ES;https://granada.salesianos.edu/;1/1/2021;12/31/2029
101013766;E  GRANADA22;944813369;E10205793;IES ILIBERIS;Avda. Andalucía 84;18230;Atarfe (Granada);ES;www.iesiliberis.com;1/1/2021;12/31/2029
101012258;E  GRANADA24;949500118;E10097080;I.E.S. FRAY LUIS DE GRANADA;HUERTA DEL RASILLO, S/N;18004;GRANADA;ES;;1/1/2021;12/31/2029
101014861;E  GRANADA26;949438329;E10092879;Instituto de Educación Secundaria Cartuja;C/ JULIO MORENO DÁVILA, 18;18011;GRANADA;ES;http://www.iescartuja.es;1/1/2021;12/31/2029
101049007;E  GRANADA27;948720529;E10047757;IES FRANCISCO GINER DE LOS RÍOS;5, LA MATRAQUILLA STREET;18600;MOTRIL;ES;;11/1/2021;12/31/2029
101013648;E  GRANADA29;949615936;E10104859;Escuela de Arte José Val del Omar;Calle Gracia, 4;18002;Granada;ES;www.escueladeartedegranada.es;1/1/2021;12/31/2029
101012808;E  GRANADA30;949641932;E10106872;IES Emilio Muñoz;C/ Pago de Catacena. S/N;18211;Cogollos Vega;ES;www.redcentros.ced.junta-andalucia.es/centros-tic/18001834/helvia/sitio/;1/1/2021;12/31/2029
101008378;E  GRANADA32;946810017;E10131928;Federación de Escuelas Familiares Agrarias de Andalucía Penibética;Camino de los Diecinueve, sn;18330;Chauchina;ES;www.efaelsoto.es;1/1/2021;12/31/2029
101008846;E  GRANADA34;939060881;E10069176;CES S. Ramón y Cajal;Camino del Cañaveral 3;18004;Granada;ES;www.cesramonycajal.com;1/1/2021;12/31/2029
101012416;E  GRANADA35;938850682;E10064937;ESCUELA DISEÑO GRANADA S.L.;CALLE BENJAMIN FRANKLIN 1;18100;ARMILLA;ES;www.estaciondiseno.es;1/1/2021;12/31/2029
101013186;E  GRANADA38;949554050;E10100887;IES HISPANIDAD;Celestino Mutis 1;18320;SANTA FE;ES;www.ieshispanidad.es;1/1/2021;12/31/2029
101099060;E  GRANADA40;931896752;#N/A;CENTRO DE FORMACION INTERNACIONAL REINA ISABEL;AVDA. FEDERICO GARCÍA LORCA, 36;18014;GRANADA;ES;www.cfireinaisabel.com;10/26/2022;12/31/2029
101004678;E  GRANADA41;938934005;E10066575;IES ALBAYZIN;Camino de San Antonio, 7;18011;Granada;ES;www.iesalbayzin.es;1/1/2021;12/31/2029
101012334;E  GRANADA42;928443261;E10114075;ESCUELA SUPERIOR DE DISEÑO Y ARTE DE ANDALUCIA;Calle Trinidad 4;18001;Granada;ES;www.esada.es;1/1/2021;12/31/2029
101013658;E  GRANADA44;928236942;E10106051;ATLANTIDA FORMACION S.L.;Acequia del Zute Nº2;18015;Granada;ES;www.atlantidacidep.es;1/1/2021;12/31/2029
101013064;E  GRANADA49;901061422;E10056321;IES Vega de Atarfe;Avda. Diputación s/n;18230;Atarfe;ES;https://blogsaverroes.juntadeandalucia.es/iesvegadeatarfe/;1/1/2021;12/31/2029
101047776;E  GRANADA50;945261315;#N/A;IES. Aynadamar;Paseo de Cartuja s/n;18011;Granada;ES;;11/1/2021;12/31/2029
101048801;E  GRANADA51;890670782;#N/A;Arzobispado de Granada - Centro de Formación Profesional La Inmaculada;Joaquina Eguaras 114;18013;Granada;ES;www.cfplainmaculada.com;11/1/2021;12/31/2029
101098440;E  GRANADA52;923809959;#N/A;IES ANTIGUA SEXI;C/DEL INSTITUTO, S/N;18690;ALMUÑECAR;ES;www.antiguasexi.es;10/26/2022;12/31/2029
101173312;E  GRANADA53;879705514;#N/A;ESCUELA SUPERIOR DE ARTE Y DISEÑO ESADA II, S.L.;Calle Trinidad, 4;18001;Granada;ES;www.esada.es;26/06/2024;31/12/2029
101173472;E  GRANADA54;942246458;#N/A;IES PADRE SUAREZ;GRAN VÍA, 61;18001;Granada;ES;www.iespadresuarez.es;26/06/2024;31/12/2029
101174703;E  GRANADA55;879476885;#N/A;Fundación Educativa José Gras. Colegio Cristo Rey  Granada;San Gregorio Alto 5;18010;Granada;ES;www.cescristorey.com;26/06/2024;31/12/2029
101004405;E  GUADALA01;949626703;E10105686;IES Arcipreste de Hita;Poeta Manuel Martínez, 4;19200;Azuqueca de Henares;ES;www.arcipreste.org;1/1/2021;12/31/2029
101013996;E  GUADALA02;944154739;E10162288;IES SAN ISIDRO;CL POETA MANUEL MARTINEZ, 2;19200;AZUQUECA DE HENARES;ES;http://ies-sanisidro.centros.castillalamancha.es/;1/1/2021;12/31/2029
101012815;E  GUADALA03;949169833;E10076050;ESCUELA ARTE ELENA DE LA CRUZ MARTÍN DE GUADALAJARA;PZ. CEUTA Y MELILLA, 6 Y 7;19005;Guadalajara;ES;www.eaguadalajara.com;1/1/2021;12/31/2029
101172316;E  GUADALA04;949457923;#N/A;IES CASTILLA;Virgen del Amparo nº 4;19003;Guadalajara;ES;;26/06/2024;31/12/2029
101014531;E  GUADALA05;949431636;E10092434;INSTITUTO DE ENSEÑANZA SECUNDARIA LUIS DE LUCENA;C/ Francisco Aritio nº 93;19004;Guadalajara;ES;www.iesluisdelucena.com;1/1/2021;12/31/2029
101011755;E  GUADALA06;949263050;E10082075;IES JOSÉ LUIS SAMPEDRO;Zaragoza 18;19005;Guadalajara;ES;http://ies-jlsampedro.centros.castillalamancha.es/;1/1/2021;12/31/2029
101008637;E  GUADALA07;943568374;E10120445;IES AGUAS VIVAS;AVDA. DE BELEÑA, 9;19005;GUADALAJARA;ES;;1/1/2021;12/31/2029
101012249;E  GUADALA08;948796674;E10052539;IES PROFESOR DOMINGUEZ ORTIZ;AVENIDA SIGLO XXI, S/N;19200;AZUQUECA DE HENARES;ES;http://ies-profesordominguezortiz.centros.castillalamancha.es/;1/1/2021;12/31/2029
101012810;E  GUADALA09;942944179;E10073442;I.E.S. BRIANDA DE MENDOZA;hermanos fernandez galiano 6;19004;guadalajara;ES;http://briandademendoza.es/;1/1/2021;12/31/2029
101012008;E  GUADALA11;939583517;E10097501;IES Carmen Burgos de Seguí;Calle La Dehesa, 2;19208;Alovera - Guadalajara;ES;http://edu.jccm.es/ies.carmenburgosdesegui;1/1/2021;12/31/2029
101123877;E  GUADALA12;884207284;E10142850;Centro Integrado de Formación Profesional Número 1 de Guadalajara;Calle General Medrano de Miguel, s/n;19003;Guadalajara;ES;cifpguadalajara.es;30/06/2023;31/12/2029
101010423;E  HUELVA01;999876583;E10208939;UNIVERSIDAD DE HUELVA;CALLE DR CANTERO CUADRADO 6;21071;HUELVA;ES;;1/1/2021;12/31/2029
101123208;E  HUELVA02;948311965;#N/A;IES Fuentepiña;Camino del Saladillo s/n;21007;Huelva;ES;http://www.juntadeandalucia.es/averroes/centros-tic/21003712/helvia/sitio/index.cgi;30/06/2023;31/12/2029
101011551;E  HUELVA03;949072445;E10069887;IES San Sebastian;Avenida de Andalucía s/n;21006;Huelva;ES;www.iessansebastian.com;1/1/2021;12/31/2029
101012997;E  HUELVA11;949534747;E10099501;ESCUELA DE ARTE LEÓN ORTEGA;AVENIDA ESCULTORA MISS WHITNEY 56;21003;HUELVA;ES;www.escueladeartedehuelva.com;1/1/2021;12/31/2029
101008643;E  HUELVA12;933269302;E10118615;Escuelas Profesionales Sagrada- Familia Safa-Funcadia;ALAMEDA SUNDHEIM, 3;21003;HUELVA;ES;huelva.safa.edu;1/1/2021;12/31/2029
101013828;E  HUELVA13;941672121;E10207727;IES Pintor Pedro Gómez;Manuel Siurot 40;21002;Huelva;ES;iesppg.net;1/1/2021;12/31/2029
101008636;E  HUELVA17;928945818;E10124978;IES José Caballero;Avenida Nuevo Colombino S/N;21007;Huelva;ES;www.iesjosecaballero.es;1/1/2021;12/31/2029
101013262;E  HUELVA22;933388127;E10123600;Instituto de Educación Secundaria La Marisma;Avenida de Santa Marta s/n;21005;Huelva;ES;www.ieslamarisma.es;1/1/2021;12/31/2029
101013255;E  HUELVA23;932185133;E10067881;IES Rafael Reyes;Ctra Huelva Ayamonte S/N;21450;Cartaya;ES;https://sites.google.com/iesrreyes.com/rafaelreyes/inicio;1/1/2021;12/31/2029
101008056;E  HUELVA24;897364170;E10216419;Instituto de Educación Secundaria Padre José Miravent;Calle Emiliano Cabot, 22;21410;Isla Cristina;ES;www.iesmiravent.es;1/1/2021;12/31/2029
101013772;E  HUELVA25;901961970;E10100956;instituto de enseñanza secundario alto conquero;manuel siurot,36;21002;huelva;ES;;1/1/2021;12/31/2029
101015233;E  HUELVA26;893937257;E10131635;"C.I.F.P. ""Profesor José Luis Graíño""";Campus La Rábida. Ed.Rguez.Casado;21819;Palos de la Fra. (Huelva);ES;www.profesorjoseluisgraino.es;1/1/2021;12/31/2029
101048903;E  HUELVA27;940084619;E10129279;IES LA RABIDA;Avenida Manuel Siurot, 9;21004;Huelva;ES;www.iesrabida.es;11/1/2021;12/31/2029
101049024;E  HUELVA28;948815104;#N/A;IES LA PALMA;Paseo de los estudiantes, s/n.;21700;La Palma del Condado;ES;ieslapalma.com;11/1/2021;12/31/2029
101098443;E  HUELVA29;926857893;#N/A;IES San Blas;Plaza de Doña Elvira Embid s/n;21200;Aracena;ES;;10/26/2022;12/31/2029
101174440;E  HUELVA30;879152323;#N/A;IES La Orden;Avenida de la Cinta s/nº;21005;Huelva;ES;www.ieslaorden.es;26/06/2024;31/12/2029
101011389;E  HUESCA01;949651050;E10107720;Centro Público Integrado de Formación Profesional Pirámide;Carretera Cuarte S/N;22004;Huesca;ES;www.cpifppiramide.com;1/1/2021;12/31/2029
101012507;E  HUESCA02;949098053;E10071487;cpifp san lorenzo;Calle Madrid, 2;22004;Huesca;ES;www.escuelahosteleria.org;1/1/2021;12/31/2029
101011910;E  HUESCA04;949573547;E10102219;ESCUELA DE ARTE DE HUESCA;SANTO CRISTO DE LOS MILAGROS 21;22004;HUESCA;ES;www.escueladeartedehuesca.org;1/1/2021;12/31/2029
101012375;E  HUESCA05;949241710;E10080730;IES MARTÍNEZ VARGAS;CAMINO DE LA BOQUERA, S/N;22300;BARBASTRO;ES;www.iesmv.com;1/1/2021;12/31/2029
101008364;E  HUESCA06;949152567;E10074920;IES LA LLITERA;CAMINO LA COLOMINA S/N;22550;TAMARITE;ES;http://iestamar.educa.aragon.es;1/1/2021;12/31/2029
101098448;E  HUESCA07;946531627;#N/A;IES.BIELLO ARAGÓN;Derechos Humanos, 5;22600;SABIÑÁNIGO;ES;www.iesbielloaragon.es;10/26/2022;12/31/2029
101152736;E  HUESCA08;949555020;#N/A;IES JOSÉ MOR DE FUENTES;Avenida del Pueyo 89;22400;Monzón;ES;www.iesmordefuentes.com;26/06/2024;31/12/2029
101012003;E  HUESCA09;948604323;E10040086;IES SIERRA DE GUARA;Ramon J. Sender, 4;22005;HUESCA;ES;www.iessierradeguara.com;1/1/2021;12/31/2029
101007382;E  HUESCA10;945454830;E10043180;CENTRO PUBLICO INTEGRADO DE FORMACIÓN PROFESIONAL MONTEARAGON;Carretera de Sariñena Pk 4;22071;Huesca;ES;http://www.ifpemontearagon.es;1/1/2021;12/31/2029
101009146;E  HUESCA12;949427174;E10092097;Escuela Superior de Conservación y Restauración de Bienes Culturales de Aragón;Coso Alto, 61;22003;Huesca;ES;esconres.educa.aragon.es;1/1/2021;12/31/2029
101004985;E  HUESCA13;944617429;E10193853;COLEGIO SANTO DOMINGO SAVIO;Paseo San Juan Bosco, 83;22400;Monzón;ES;www.monzon.salesianos.org;1/1/2021;12/31/2029
101012762;E  HUESCA14;919883690;E10082635;INSTITUTO DE EDUCACIÓN SECUNDARIA  HNOS. ARGENSOLA;AVENIDA DEL CINCA S/N;22300;BARBASTRO;ES;http://ieshabar.educa.aragon.es;1/1/2021;12/31/2029
101005972;E  HUESCA16;932681191;E10091755;IES Bajo Cinca;Río Cinca s/n;22520;Fraga;ES;http://iesbajocinca.catedu.es/;1/1/2021;12/31/2029
101048910;E  HUESCA17;942516215;#N/A;IES Pirineos;Avda Ferrocarril, 17;22700;Jaca;ES;https://sites.google.com/a/iespirineos.es/web/;11/1/2021;12/31/2029
101174949;E  HUESCA18;938757756;#N/A;Instituto Educación Secundaria Ramón y Cajal;Avenida de la Paz, 9;22004;Huesca;ES;http://iesramonycajalhuesca.catedu.es/;26/06/2024;31/12/2029
101011937;E  IBIZA01;948818790;E10053828;Instituto de Enseñanza Secundaria sa Blanca Dona;CARRER DES RASPALLAR, NÚMERO 2;07800;Ibiza;ES;http://redols.caib.es/c07006299/;1/1/2021;12/31/2029
101098409;E  IBIZA03;947882740;#N/A;ESCUELA DE ARTE DE IBIZA;C/ Rio Duero 5;07817;Ibiza;ES;www.escoladarteivissa.com;10/26/2022;12/31/2029
101012132;E  IBIZA04;949120169;E10072899;IES ISIDOR MACABICH;C/ Sa Blancadona s/n;07800;Ibiza;ES;www.iesisidormacabich.es;1/1/2021;12/31/2029
101007761;E  IBIZA05;949120363;E10072922;CIFP JOAN TAIX;Mestre Arabí, 15;07420;SA POBLA;ES;www.cifpjoantaix.cat;1/1/2021;12/31/2029
101012385;E  IBIZA06;947053487;E10148659;IES ALGARB;C/ Guillem de Montgri;07817;Ibiza;ES;www.iesalgarb.es;1/1/2021;12/31/2029
101173459;E  IBIZA07;932995374;#N/A;Ies Santa Maria d'Eivissa;Avda. Ignacio Wallis, 33;07800;Eivissa;ES;www.iessantamariadeivissa.com;26/06/2024;31/12/2029
101010465;E  JAEN01;999849423;E10208705;UNIVERSIDAD DE JAEN;CAMPUS LAS LAGUNILLAS SN EDIFICO B1 VICERRECTORADO DE INVESTIGACION DESAR TECN E INNOVACION;23071;JAEN;ES;www.ujaen.es;1/1/2021;12/31/2029
101008601;E  JAEN03;949581307;E10102710;FUNDACIÓN ESCUELAS PROFESIONALES SAGRADA FAMILIA UBEDA;AVENIDA CRISTO REY,25;23400;ÚBEDA;ES;www.ubeda.safa.edu;1/1/2021;12/31/2029
101048332;E  JAEN04;949162170;#N/A;IES ANDRES DE VANDELVIRA;C/ Garnica, 3;23440;BAEZA;ES;www.iesvandelvira.es;11/1/2021;12/31/2029
101008779;E  JAEN05;949512631;E10097949;Escuelas Profesionales Sagrada Familia Alcalá la Real;Avenida de Europa, 1;23680;Alcalá la Real - Jaén;ES;http://alcalareal.edu;1/1/2021;12/31/2029
101008632;E  JAEN06;949387695;E10089784;SAINT FAMILY LINARES;Aurea Galindo, 1;23700;LINARES;ES;http://linares.safa.edu;1/1/2021;12/31/2029
